0,1
real/motog5/user_13/01_05_13_00/01_05_13_00_0044.jpg,0
real/motog5/user_19/01_04_19_00/01_04_19_00_0028.jpg,0
attack/print2/motog5/user_07/01_01_07_02/01_01_07_02_0027.jpg,1
attack/print1/motog5/user_20/01_02_20_01/01_02_20_01_0049.jpg,1
attack/print1/motog5/user_10/01_01_10_01/01_01_10_01_0011.jpg,1
attack/hp/motog5/user_12/01_04_12_04/01_04_12_04_0018.jpg,1
attack/print1/motog5/user_21/01_05_21_01/01_05_21_01_0058.jpg,1
attack/cce/motog5/user_21/01_05_21_03/01_05_21_03_0009.jpg,1
real/motog5/user_18/01_03_18_00/01_03_18_00_0007.jpg,0
attack/print2/motog5/user_01/01_05_01_02/01_05_01_02_0036.jpg,1
attack/print2/motog5/user_18/01_01_18_02/01_01_18_02_0020.jpg,1
attack/print2/motog5/user_02/01_05_02_02/01_05_02_02_0036.jpg,1
attack/print1/motog5/user_03/01_04_03_01/01_04_03_01_0011.jpg,1
attack/cce/motog5/user_14/01_01_14_03/01_01_14_03_0032.jpg,1
attack/print2/motog5/user_06/01_02_06_02/01_02_06_02_0050.jpg,1
attack/hp/motog5/user_23/01_05_23_04/01_05_23_04_0059.jpg,1
attack/cce/motog5/user_14/01_02_14_03/01_02_14_03_0050.jpg,1
attack/print1/motog5/user_10/01_02_10_01/01_02_10_01_0026.jpg,1
attack/print2/motog5/user_13/01_01_13_02/01_01_13_02_0057.jpg,1
attack/print1/motog5/user_03/01_03_03_01/01_03_03_01_0048.jpg,1
attack/print1/motog5/user_03/01_04_03_01/01_04_03_01_0043.jpg,1
attack/hp/motog5/user_13/01_01_13_04/01_01_13_04_0006.jpg,1
attack/print2/motog5/user_08/01_05_08_02/01_05_08_02_0045.jpg,1
attack/hp/motog5/user_24/01_04_24_04/01_04_24_04_0052.jpg,1
real/motog5/user_06/01_02_06_00/01_02_06_00_0022.jpg,0
attack/print1/motog5/user_10/01_05_10_01/01_05_10_01_0028.jpg,1
attack/print1/motog5/user_22/01_05_22_01/01_05_22_01_0038.jpg,1
attack/print1/motog5/user_12/01_03_12_01/01_03_12_01_0052.jpg,1
attack/cce/motog5/user_07/01_03_07_03/01_03_07_03_0035.jpg,1
attack/cce/motog5/user_01/01_02_01_03/01_02_01_03_0057.jpg,1
attack/hp/motog5/user_20/01_03_20_04/01_03_20_04_0060.jpg,1
attack/hp/motog5/user_13/01_05_13_04/01_05_13_04_0021.jpg,1
attack/cce/motog5/user_05/01_03_05_03/01_03_05_03_0016.jpg,1
attack/print1/motog5/user_18/01_03_18_01/01_03_18_01_0035.jpg,1
real/motog5/user_11/01_03_11_00/01_03_11_00_0039.jpg,0
attack/print2/motog5/user_05/01_04_05_02/01_04_05_02_0001.jpg,1
attack/cce/motog5/user_10/01_04_10_03/01_04_10_03_0015.jpg,1
attack/cce/motog5/user_24/01_03_24_03/01_03_24_03_0036.jpg,1
attack/cce/motog5/user_04/01_02_04_03/01_02_04_03_0010.jpg,1
attack/cce/motog5/user_14/01_03_14_03/01_03_14_03_0052.jpg,1
attack/print2/motog5/user_01/01_04_01_02/01_04_01_02_0053.jpg,1
real/motog5/user_16/01_04_16_00/01_04_16_00_0028.jpg,0
attack/print1/motog5/user_22/01_05_22_01/01_05_22_01_0047.jpg,1
attack/print1/motog5/user_04/01_05_04_01/01_05_04_01_0030.jpg,1
real/motog5/user_15/01_05_15_00/01_05_15_00_0015.jpg,0
attack/hp/motog5/user_05/01_01_05_04/01_01_05_04_0028.jpg,1
real/motog5/user_06/01_04_06_00/01_04_06_00_0058.jpg,0
attack/print2/motog5/user_17/01_02_17_02/01_02_17_02_0057.jpg,1
attack/print1/motog5/user_11/01_05_11_01/01_05_11_01_0017.jpg,1
attack/print1/motog5/user_18/01_03_18_01/01_03_18_01_0046.jpg,1
attack/print1/motog5/user_11/01_05_11_01/01_05_11_01_0010.jpg,1
attack/print2/motog5/user_17/01_05_17_02/01_05_17_02_0026.jpg,1
attack/hp/motog5/user_22/01_04_22_04/01_04_22_04_0002.jpg,1
real/motog5/user_22/01_03_22_00/01_03_22_00_0018.jpg,0
real/motog5/user_15/01_03_15_00/01_03_15_00_0050.jpg,0
